CUST_NO,EPOCH,TRANS_AMOUNT
244,05/12/2014,1150
1961,07/04/2015,2150
5291,02/11/2015,1300
3456,05/02/2015,950
1616,30/12/2014,1800
6420,28/04/2015,1200
5119,22/12/2014,200
2198,29/08/2014,850
9605,28/04/2015,1200
4967,30/12/2014,11950
6907,02/01/2015,700
5217,27/04/2015,1600
8323,14/09/2015,1100
5648,18/05/2015,500
7230,18/03/2015,1700
3435,17/10/2014,2800
3748,13/08/2015,1050
8007,20/10/2014,1650
8078,22/10/2015,150
7526,10/08/2015,1050
3595,05/05/2015,600
7075,02/12/2014,700
9549,12/10/2015,1200
5382,29/10/2014,500
3753,25/05/2015,1100
9780,29/04/2015,1350
504,27/07/2015,1200
54,05/12/2014,1100
6886,05/10/2015,500
7946,25/08/2014,800
4269,24/08/2015,650
3999,04/08/2015,450
1811,08/01/2015,600
6579,06/11/2014,850
5114,28/07/2014,2200
8810,29/01/2015,700
8286,05/10/2015,3000
3759,28/04/2015,1500
3732,01/09/2015,2100
8572,18/08/2014,900
3773,05/09/2014,1150
8043,05/10/2015,550
6674,05/01/2015,1850
8746,02/01/2015,650
6429,02/01/2015,700
7568,01/04/2015,1100
1898,15/09/2014,1150
4688,27/10/2015,1100
2250,30/12/2014,450
751,26/06/2015,700
2034,26/02/2015,750
8878,05/05/2015,950
9835,27/10/2015,300
2780,18/05/2015,650
4,26/05/2015,900
937,12/10/2015,1400
1878,20/10/2015,350
4209,22/09/2014,1150
911,25/05/2015,1450
183,01/07/2015,550
1873,09/10/2015,1000
9064,15/10/2014,400
5241,09/07/2015,1050
9995,18/02/2015,1000
6538,02/03/2015,1100
1581,11/09/2015,950
5432,28/11/2014,2050
4308,07/10/2015,1000
2873,26/02/2015,2000
7168,03/06/2015,700
2108,13/07/2015,1500
4791,09/02/2015,800
4394,08/10/2014,1200
7518,07/04/2015,850
8695,03/11/2014,1100
9911,04/08/2015,700
365,10/08/2015,1100
7096,18/09/2014,200
244,05/11/2014,1150
1961,03/12/2014,2200
5291,02/01/2015,1350
3456,05/08/2014,900
1616,30/03/2015,1800
6420,30/06/2014,1200
5119,20/10/2014,200
1754,31/08/2015,1550
9605,28/01/2015,1200
4967,28/04/2015,11950
6907,01/10/2014,700
5217,27/03/2015,1600
8323,12/06/2015,1100
5648,16/09/2014,500
7230,17/09/2015,1900
3435,18/03/2015,2800
3748,13/11/2014,1050
8007,20/03/2015,1650
8078,22/09/2014,200
7526,09/03/2015,1100
3595,02/09/2015,550
7075,02/09/2014,700
9549,10/03/2015,1250
6707,30/06/2015,650
3753,24/08/2015,1300
980,02/09/2014,1350
504,26/08/2015,1200
54,05/10/2015,1100
6886,03/09/2015,500
7946,27/10/2015,800
4269,22/09/2015,650
3999,02/02/2015,450
1811,09/02/2015,600
6579,07/09/2015,800
5114,29/06/2015,1850
8810,29/09/2014,750
8286,05/06/2015,3000
3759,27/10/2015,1500
3732,05/05/2015,2100
8572,16/06/2015,850
3773,06/07/2015,1150
8043,06/07/2015,550
6674,04/02/2015,1850
8746,02/10/2015,650
6429,03/11/2014,700
7568,04/08/2015,1100
1898,14/09/2015,1100
4688,25/08/2015,1100
2250,26/11/2014,450
751,30/12/2014,700
2034,27/10/2015,750
8878,02/04/2015,950
5254,26/01/2015,1500
2780,16/02/2015,650
6247,27/08/2014,600
3155,23/07/2014,750
7967,11/06/2015,4250
8387,22/07/2014,850
2563,13/02/2015,250
183,01/10/2014,550
3659,21/07/2015,250
711,24/08/2015,600
9737,30/10/2014,650
8694,28/10/2014,1750
6538,02/09/2015,1100
8634,05/01/2015,1000
4277,03/03/2014,300
1053,30/06/2014,850
6369,27/01/2015,1350
3501,22/10/2014,1100
9342,28/08/2014,550
4791,08/08/2014,800
745,20/02/2015,950
6720,13/08/2014,1600
8695,03/07/2015,1050
9911,02/09/2014,750
6671,01/09/2015,850
9324,30/12/2014,800
283,25/08/2014,2850
8060,08/07/2014,300
5291,04/08/2015,1300
3860,10/04/2015,350
1616,07/05/2015,2900
9623,26/08/2014,1300
4919,28/04/2015,600
1754,30/12/2014,3050
9024,21/07/2014,11950
4967,28/08/2015,11900
6907,04/08/2015,700
1170,13/08/2014,400
7791,16/09/2014,650
4453,12/10/2015,650
2075,08/10/2014,1150
560,07/07/2014,2500
4543,20/07/2015,400
8291,10/08/2015,700
7032,23/07/2014,1150
633,30/04/2015,100
3595,02/11/2015,550
7075,05/05/2015,700
9549,12/01/2015,1250
6707,28/10/2014,500
3428,16/03/2015,550
980,02/07/2015,1350
1296,29/01/2015,500
6203,09/07/2015,1450
9699,08/04/2015,550
2514,08/12/2014,250
4112,10/12/2014,300
3999,05/05/2015,450
5357,13/07/2015,300
6600,05/08/2014,250
6251,17/04/2015,1950
8810,29/10/2014,750
3936,25/06/2015,700
1678,23/01/2015,300
3732,02/06/2015,2100
9276,15/09/2014,750
2219,29/09/2014,1100
8043,04/03/2015,550
3277,10/04/2015,1200
8746,02/04/2015,650
6429,01/09/2015,700
7568,01/07/2015,1100
3240,10/02/2015,2200
4688,25/11/2014,1150
240,12/02/2015,450
751,29/05/2015,1050
4906,31/08/2015,650
8157,30/12/2014,950
5254,27/04/2015,1050
2780,16/10/2014,650
6247,27/03/2015,600
3155,23/04/2015,750
7967,11/02/2015,4250
8387,22/10/2014,850
2563,13/01/2015,250
5226,20/11/2014,1000
3659,21/10/2015,250
711,23/09/2014,600
9737,30/03/2015,1300
8694,25/09/2015,1650
7916,14/07/2015,800
8634,05/05/2015,1000
4277,27/10/2015,2700
1053,30/12/2014,1650
6369,28/09/2015,1350
3501,22/09/2015,1100
9342,29/06/2015,550
4791,08/07/2015,800
745,21/09/2015,950
6720,13/07/2015,1550
8695,05/08/2014,50
2404,15/10/2015,900
6671,02/02/2015,900
9324,29/09/2014,850
283,23/01/2015,2850
8060,08/10/2014,300
2390,22/09/2015,750
3860,10/07/2014,350
6492,05/08/2014,350
9623,27/07/2015,1200
4919,28/10/2015,600
1754,30/10/2014,1550
9024,22/09/2014,11950
4967,28/08/2014,12000
7288,02/01/2015,1100
1170,14/09/2015,400
7791,16/07/2014,650
4453,13/04/2015,650
2075,08/06/2015,1150
560,08/12/2014,2500
4543,19/11/2014,400
8291,10/04/2015,700
7032,23/01/2015,150
633,27/11/2014,850
7865,07/04/2015,1650
8850,20/04/2015,3250
9549,10/08/2015,1200
6707,25/11/2014,500
3428,16/02/2015,550
980,04/08/2015,1350
1296,29/08/2014,500
6203,09/06/2015,1450
9699,08/01/2015,550
2514,07/05/2015,450
4112,10/04/2015,300
6784,13/03/2015,650
5357,14/09/2015,300
6600,05/01/2015,250
6251,17/09/2014,2000
8810,29/05/2015,700
3936,29/01/2015,850
1678,23/07/2014,300
1023,05/05/2015,700
9276,15/06/2015,750
2219,30/03/2015,2200
8043,05/05/2015,550
3277,10/08/2015,1200
2450,09/12/2014,1300
7495,28/10/2014,1600
7179,12/11/2014,1450
3240,10/04/2015,2200
4688,25/02/2015,1150
240,12/05/2015,450
751,28/11/2014,700
4906,30/12/2014,1300
8157,28/11/2014,950
5254,30/12/2014,1500
2780,16/12/2014,650
6247,30/12/2014,600
3155,23/10/2014,750
7967,11/09/2015,4250
8387,22/09/2014,850
2563,13/04/2015,450
5226,22/12/2014,1000
3659,22/06/2015,250
711,23/07/2015,600
9737,30/07/2015,650
8694,27/10/2015,1600
7916,16/02/2015,800
8634,07/04/2015,1000
4277,27/02/2015,2750
1053,30/10/2014,850
6369,27/04/2015,1350
3501,22/10/2015,1100
9342,30/06/2014,550
4791,08/01/2015,800
745,20/04/2015,950
6720,13/01/2015,1550
8695,03/09/2014,50
2404,15/04/2015,900
6671,01/04/2015,900
9324,28/09/2015,800
283,23/10/2015,2800
8060,08/06/2015,300
2390,22/10/2014,100
3860,10/03/2015,350
6492,02/10/2015,100
9623,26/03/2015,1250
4919,30/03/2015,1150
1754,30/01/2015,1550
9024,20/08/2014,11950
2544,16/02/2015,1300
7288,02/06/2015,1100
1170,13/10/2015,400
7791,16/10/2014,650
4453,14/09/2015,650
2075,09/03/2015,1150
560,06/10/2015,1500
4543,19/03/2015,400
8291,10/09/2014,700
7032,23/09/2014,1150
633,29/01/2015,100
7865,05/09/2014,1700
8850,19/08/2015,3150
9549,10/09/2015,1200
6707,26/08/2014,500
3428,15/07/2014,600
980,02/04/2015,1350
1296,31/08/2015,500
6203,09/01/2015,1500
9699,09/03/2015,550
2514,07/01/2015,250
4112,10/10/2014,350
6784,13/10/2014,650
5357,13/04/2015,300
6600,03/11/2014,250
6251,17/12/2014,1950
8810,29/04/2015,700
3936,25/09/2014,700
1678,25/05/2015,300
1023,04/08/2015,700
9276,15/12/2014,750
2219,28/04/2015,1100
8043,06/10/2014,550
3277,12/01/2015,1200
2450,09/06/2015,1300
7495,26/08/2014,1600
7179,12/06/2015,1450
3240,11/08/2014,2250
4688,25/09/2015,1100
240,12/06/2015,450
751,21/08/2015,700
4906,30/10/2015,650
8157,28/07/2014,950
5254,25/11/2014,1500
2780,17/08/2015,650
6247,29/06/2015,600
3155,23/03/2015,750
7967,02/11/2015,1650
8387,22/08/2014,850
2563,13/05/2015,450
5226,21/09/2015,1000
3659,22/12/2014,250
711,23/07/2014,600
9737,30/10/2015,650
8694,25/11/2014,1750
7916,14/08/2015,800
8634,03/09/2014,1000
4277,27/01/2015,2750
1053,30/04/2015,800
6369,27/08/2014,1350
3501,22/08/2014,1100
9342,30/03/2015,1100
4791,10/08/2015,800
745,22/06/2015,950
6720,13/02/2015,1550
8695,03/03/2015,1050
2404,15/07/2014,900
6671,01/07/2015,850
9324,28/07/2015,800
283,23/07/2014,2850
8060,08/01/2015,300
2390,22/09/2014,100
3860,12/01/2015,350
6492,02/10/2014,350
9623,26/05/2015,1250
4919,28/08/2014,600
1754,30/07/2015,1550
9024,11/12/2014,11800
2544,15/09/2015,1300
7288,05/08/2014,1150
1170,13/10/2014,400
7791,17/08/2015,650
4453,12/06/2015,650
2075,08/05/2015,1150
560,06/08/2015,1500
4543,19/01/2015,400
8291,10/12/2014,700
7032,24/11/2014,200
633,28/05/2015,100
7865,06/07/2015,1650
8850,19/12/2014,3300
9549,10/07/2015,1200
6707,30/12/2014,650
3428,15/12/2014,550
980,03/11/2014,1350
1296,30/03/2015,950
6203,09/02/2015,1500
9699,08/07/2014,550
2514,07/11/2014,250
4112,12/01/2015,300
6784,13/11/2014,650
5357,12/10/2015,300
6600,05/05/2015,250
6251,17/10/2014,2000
8810,29/08/2014,750
3936,28/05/2015,700
1678,25/08/2014,300
1023,02/03/2015,700
9276,14/10/2014,750
2219,28/05/2015,1100
8043,04/12/2014,550
3277,10/09/2014,1200
2450,09/04/2015,1300
7495,26/11/2014,1600
7179,12/09/2014,1450
3240,12/01/2015,2200
4688,30/12/2014,1150
240,12/08/2014,450
751,23/01/2015,700
4906,30/09/2015,650
8157,30/06/2014,950
5254,25/08/2015,1050
2780,16/04/2015,650
6247,27/02/2015,600
3155,24/11/2014,750
7967,11/07/2014,4300
8387,22/12/2014,850
2563,13/11/2014,250
5226,20/05/2015,1000
3659,21/07/2014,250
711,24/11/2014,600
9737,30/01/2015,650
8694,30/12/2014,1700
7916,15/09/2014,800
8634,03/06/2015,1000
4277,27/05/2015,2750
1053,30/07/2015,550
6369,29/06/2015,1350
3501,22/01/2015,1100
9342,28/05/2015,550
4791,08/09/2015,800
745,20/11/2014,950
6720,15/09/2014,1600
8695,04/08/2015,100
2404,17/08/2015,900
6671,05/05/2015,900
9324,28/08/2015,800
283,23/02/2015,2850
8060,10/08/2015,300
2390,24/08/2015,750
3860,11/08/2014,350
6492,02/06/2015,200
9623,26/08/2015,1200
4919,28/08/2015,600
1754,30/03/2015,3050
9024,20/11/2014,11900
2544,15/10/2015,1300
7288,02/10/2014,1150
1170,13/07/2015,400
7791,16/04/2015,650
4453,12/09/2014,650
2075,08/09/2015,1150
560,07/09/2015,1500
4543,19/09/2014,400
8291,11/05/2015,700
7032,23/12/2014,150
633,30/09/2015,100
7865,05/02/2015,1650
8850,19/10/2015,3100
9549,10/11/2014,1250
6707,27/10/2015,500
3428,15/01/2015,550
980,05/08/2014,1350
1296,29/10/2014,500
6203,09/09/2014,1550
9699,08/07/2015,550
2514,09/03/2015,450
4112,06/08/2015,50
6784,15/12/2014,650
5357,12/06/2015,300
6600,05/10/2015,250
6251,17/02/2015,1950
8810,29/07/2014,750
3936,30/04/2015,850
1678,23/10/2014,300
1023,01/12/2014,700
9276,14/07/2015,750
2219,28/10/2015,1100
8043,04/11/2014,550
3277,11/05/2015,1200
2450,10/11/2014,1300
7495,30/12/2014,1600
7179,12/01/2015,1500
3240,10/07/2015,2150
4688,27/04/2015,1150
240,13/07/2015,450
751,31/10/2014,1050
4906,30/04/2015,650
8157,28/08/2014,950
5254,27/07/2015,1050
2780,16/03/2015,650
6247,28/07/2014,600
3155,23/09/2014,750
7967,11/08/2015,4250
8387,22/10/2015,850
2563,13/10/2015,650
5226,20/08/2015,1000
3659,21/08/2015,250
711,23/10/2014,600
9737,30/04/2015,650
8694,26/01/2015,1700
7916,14/11/2014,800
8634,03/07/2014,1000
4277,27/08/2014,2150
1053,30/09/2015,550
6369,27/08/2015,1350
3501,22/07/2014,1100
9342,28/04/2015,550
4791,08/09/2014,800
745,20/03/2015,950
6720,13/05/2015,1550
8695,03/10/2014,250
2404,16/03/2015,900
6671,01/12/2014,900
9324,28/04/2015,800
283,23/09/2014,2850
8060,08/12/2014,300
2390,22/06/2015,750
3860,11/05/2015,350
6492,05/05/2015,200
9623,26/01/2015,1250
4919,28/07/2015,600
1754,30/10/2015,1550
9024,12/01/2015,2900
2544,15/04/2015,1300
7288,05/05/2015,1100
1170,15/09/2014,400
7791,16/02/2015,650
4453,12/03/2015,650
2075,09/02/2015,1150
560,06/08/2014,2500
4543,19/10/2015,400
8291,11/08/2014,700
7032,23/04/2015,1200
633,02/11/2015,200
7865,05/12/2014,1700
8850,19/01/2015,3250
9549,10/12/2014,1250
6707,24/02/2015,500
3428,15/05/2015,550
980,02/10/2014,1350
1296,29/05/2015,500
6203,09/10/2014,1550
9699,08/05/2015,550
2514,09/02/2015,450
4112,10/07/2015,300
6784,13/08/2015,600
5357,12/11/2014,300
6600,04/08/2015,250
6251,18/08/2014,2000
8810,29/07/2015,700
3936,30/10/2014,900
1678,23/06/2015,300
1023,02/02/2015,700
9276,14/11/2014,750
2219,28/07/2014,1150
8043,05/08/2014,550
3277,10/07/2014,1200
2450,09/09/2015,1300
7495,28/07/2014,1600
7179,12/10/2015,1450
3240,10/09/2015,2150
4688,25/08/2014,1150
240,12/08/2015,450
751,20/03/2015,700
4906,30/01/2015,650
8157,28/05/2015,950
5254,28/10/2014,1500
2780,16/01/2015,650
6247,29/09/2014,600
3155,23/10/2015,700
7967,12/01/2015,4250
8387,22/06/2015,850
2563,15/06/2015,450
5226,20/10/2015,1000
3659,21/09/2015,250
711,23/10/2015,600
9737,30/12/2014,1300
8694,25/06/2015,1650
7916,14/10/2014,800
8634,05/08/2014,1000
4277,27/04/2015,1900
1053,30/07/2014,850
6369,27/02/2015,1350
3501,22/06/2015,1100
9342,28/08/2015,550
4791,09/03/2015,800
745,20/05/2015,950
6720,15/12/2014,1550
8695,05/01/2015,1050
2404,16/02/2015,900
6671,02/06/2015,900
9324,28/10/2015,750
283,23/06/2015,2800
8060,08/10/2015,300
2390,23/03/2015,600
3860,10/07/2015,350
6492,04/08/2015,100
9623,27/04/2015,1250
4919,28/09/2015,600
1754,30/06/2015,3050
9024,20/10/2014,11900
2544,15/05/2015,1300
7288,02/12/2014,1150
1170,13/11/2014,400
7791,17/11/2014,650
4453,12/08/2014,650
2075,10/08/2015,1150
560,06/10/2014,2500
4543,21/09/2015,400
8291,10/06/2015,700
7032,23/02/2015,1200
633,30/10/2014,1100
7865,05/05/2015,1650
8850,21/09/2015,3150
9549,11/05/2015,1250
6707,31/03/2015,650
3428,15/10/2015,550
980,02/09/2015,1350
1296,29/04/2015,500
6203,11/05/2015,1500
9699,09/02/2015,550
2514,07/08/2015,550
4112,10/09/2014,350
6784,15/06/2015,600
5357,12/02/2015,300
6600,03/03/2015,250
6251,17/06/2015,1900
8810,29/06/2015,700
3936,30/12/2014,700
1678,23/07/2015,300
1023,01/04/2015,700
9276,14/08/2014,750
2219,28/08/2015,1100
8043,04/09/2014,550
3277,10/06/2015,1200
2450,09/10/2015,1300
7495,26/09/2014,1600
7179,12/12/2014,1450
3240,10/06/2015,2150
4688,25/03/2015,1150
240,12/03/2015,450
751,22/08/2014,700
4906,30/07/2015,650
8157,29/09/2014,950
5254,25/03/2015,1050
2780,16/09/2015,650
6247,28/09/2015,600
3155,23/12/2014,750
7967,11/03/2015,4250
8387,23/03/2015,850
2563,14/09/2015,650
5226,22/06/2015,1000
3659,21/05/2015,250
711,23/06/2015,600
9737,31/08/2015,650
8694,27/04/2015,1700
7916,14/05/2015,800
8634,03/02/2015,1000
4277,29/06/2015,2750
1053,30/09/2014,1650
6369,28/10/2014,1350
3501,23/02/2015,1100
9342,28/07/2014,550
4791,08/07/2014,800
745,20/10/2015,950
6720,13/08/2015,1550
8695,03/12/2014,1000
2404,15/09/2015,900
6671,02/11/2015,800
9324,30/03/2015,1600
283,23/07/2015,2800
8060,08/08/2014,300
2390,23/02/2015,600
3860,10/09/2015,350
6492,02/09/2015,100
9623,28/10/2014,1300
4919,30/12/2014,600
1754,30/07/2014,1550
5535,17/11/2014,700
2544,15/10/2014,1300
7288,02/09/2014,1150
1170,13/05/2015,400
7791,16/03/2015,650
4453,12/02/2015,650
2075,08/10/2015,1150
560,06/02/2015,2500
4543,19/05/2015,400
8291,10/07/2015,700
7032,23/06/2015,1200
633,30/07/2015,100
7865,06/10/2014,1700
8850,19/09/2014,3300
9549,10/10/2014,1250
6707,29/09/2015,650
3428,15/08/2014,600
980,02/11/2015,1350
1296,30/06/2014,500
6203,09/03/2015,1500
9699,08/08/2014,550
2514,07/09/2015,550
4112,11/05/2015,300
6784,14/09/2015,600
5357,12/03/2015,300
6600,03/06/2015,250
6251,19/10/2015,1900
8810,29/10/2015,700
3936,31/07/2014,900
1678,23/03/2015,300
1023,01/09/2014,700
9276,14/09/2015,750
2219,28/01/2015,1100
8043,04/08/2015,550
3277,10/12/2014,1200
2450,10/08/2015,1300
5111,22/04/2015,400
7179,13/04/2015,1450
3240,10/07/2014,2250
4688,25/06/2015,1100
240,12/12/2014,450
751,17/04/2015,700
4906,30/06/2015,1300
8157,28/04/2015,950
5254,25/08/2014,1550
2780,16/06/2015,650
6247,27/08/2015,600
3155,24/08/2015,700
7967,13/04/2015,4250
8387,23/02/2015,850
2563,13/07/2015,650
5226,20/04/2015,1000
3659,21/04/2015,250
711,23/02/2015,600
9737,30/09/2015,650
8694,27/07/2015,1650
7916,14/04/2015,800
8634,04/08/2015,850
4277,29/09/2014,2800
1053,31/08/2015,550
6369,29/09/2014,1350
3501,24/11/2014,1100
9342,30/12/2014,550
4791,08/06/2015,800
745,20/08/2015,950
6720,15/06/2015,1550
8695,07/04/2015,1050
2404,15/10/2014,900
6671,01/09/2014,900
9324,28/08/2014,850
283,23/04/2015,2850
8060,08/09/2015,300
2390,22/12/2014,400
3860,10/02/2015,350
6492,02/12/2014,350
9623,28/07/2014,1300
4919,30/06/2014,600
1754,30/09/2014,3050
5535,15/08/2014,700
2544,16/03/2015,1300
7288,02/09/2015,1100
1170,14/07/2014,400
7791,16/06/2015,650
4453,12/08/2015,650
2075,08/07/2015,1150
560,06/01/2015,2500
4543,20/10/2014,400
8291,10/02/2015,700
7032,25/08/2014,1150
633,29/06/2015,100
7865,05/08/2015,1650
8850,19/11/2014,3300
9549,10/04/2015,1250
6707,27/01/2015,500
3428,15/09/2014,600
980,02/12/2014,1350
1296,30/12/2014,950
6203,10/08/2015,1450
9699,08/06/2015,550
2514,07/07/2015,450
4112,10/11/2014,350
6784,13/10/2015,550
5357,12/12/2014,300
6600,03/07/2014,250
6251,18/05/2015,1950
8810,30/06/2014,700
3936,27/08/2015,650
1678,24/11/2014,300
1023,01/07/2014,700
9276,14/04/2015,750
2219,28/09/2015,1100
8043,05/01/2015,550
3277,12/10/2015,1200
2450,09/10/2014,1300
5111,23/03/2015,400
7179,13/07/2015,1450
3240,10/10/2014,2250
4688,28/10/2014,1150
240,14/07/2014,450
751,19/09/2014,700
4906,30/10/2014,650
8157,28/01/2015,950
5254,27/10/2015,1050
2780,18/08/2014,650
6247,27/04/2015,600
3155,25/08/2014,750
7967,11/05/2015,4250
8387,22/07/2015,850
2563,13/03/2015,450
5226,20/02/2015,1000
3659,23/03/2015,250
711,23/03/2015,600
9737,30/06/2015,1300
8694,25/08/2015,1650
7916,16/03/2015,800
8634,03/10/2014,1000
4277,28/10/2014,2800
1053,30/06/2015,1600
6369,30/12/2014,1350
3501,22/09/2014,1100
9342,28/01/2015,550
4791,08/04/2015,800
745,22/12/2014,950
6720,13/10/2015,1500
8695,05/10/2015,100
2404,15/09/2014,900
6671,01/08/2014,900
9324,28/01/2015,800
283,23/03/2015,2850
8060,09/02/2015,300
2390,22/07/2015,750
3860,10/09/2014,350
6492,02/07/2015,200
9623,30/12/2014,1250
4919,28/07/2014,600
1754,30/06/2014,1550
5535,15/06/2015,650
2544,15/09/2014,1300
7288,02/07/2014,1150
1170,13/04/2015,400
7791,18/08/2014,650
4453,12/12/2014,650
2075,15/09/2014,1350
560,06/11/2014,2500
4543,19/06/2015,400
8291,10/09/2015,700
7032,23/10/2014,1150
633,31/08/2015,100
7865,05/06/2015,1650
8850,19/03/2015,3250
9549,10/09/2014,1250
6707,26/05/2015,500
3428,17/11/2014,600
980,02/03/2015,1350
1296,29/06/2015,500
6203,09/12/2014,1500
9699,08/10/2015,550
2514,08/06/2015,450
4112,07/09/2015,50
6784,13/05/2015,600
5357,13/10/2014,300
6600,03/07/2015,250
6251,17/07/2014,2000
8810,29/09/2015,700
3936,29/10/2015,800
1678,23/10/2015,300
1023,01/10/2015,700
9276,14/05/2015,750
2219,28/08/2014,1150
8043,04/06/2015,550
3277,10/09/2015,1200
2450,09/03/2015,1300
5111,22/10/2015,400
7179,13/10/2014,1450
3240,10/12/2014,2200
4688,26/01/2015,1150
240,12/09/2014,450
751,18/09/2015,700
4906,30/09/2014,650
8157,29/06/2015,900
5254,25/02/2015,1500
2780,16/07/2015,650
6247,27/07/2015,600
3155,23/09/2015,700
7967,11/08/2014,4300
8387,22/01/2015,850
2563,13/08/2015,650
5226,20/07/2015,1000
3659,23/02/2015,250
711,23/04/2015,600
2594,01/04/2015,150
8694,25/03/2015,1700
7916,15/06/2015,800
8634,03/12/2014,1000
4277,28/07/2014,2150
1053,30/03/2015,1600
6369,27/11/2014,1350
3501,23/03/2015,1100
9342,28/07/2015,550
4791,08/05/2015,800
745,20/10/2014,950
6720,13/10/2014,1600
8695,03/06/2015,1050
2404,17/11/2014,900
6671,04/08/2015,850
9324,28/11/2014,850
283,24/08/2015,2800
8060,08/04/2015,300
2390,22/10/2015,700
3860,10/11/2014,350
6492,02/02/2015,350
9623,26/02/2015,1250
4919,28/01/2015,600
1754,30/09/2015,1550
5535,15/04/2015,650
2544,15/12/2014,1300
7288,02/11/2015,1050
1170,13/08/2015,400
7791,16/09/2015,650
4453,13/10/2014,650
2075,08/12/2014,1150
560,08/09/2014,2500
4543,19/02/2015,400
8291,10/11/2014,700
7032,24/08/2015,1200
633,29/09/2014,1150
7865,05/11/2014,1700
8850,20/07/2015,3150
9549,11/08/2014,1250
6707,25/08/2015,500
3428,15/06/2015,550
980,02/06/2015,1350
1296,29/09/2015,500
6203,09/10/2015,1450
9699,08/09/2015,550
2514,07/10/2015,550
4112,10/07/2014,350
6784,13/08/2014,650
5357,12/08/2015,300
6600,03/10/2014,250
6251,17/08/2015,1900
8810,30/12/2014,1400
3936,26/02/2015,700
1678,23/02/2015,300
1023,01/10/2014,700
9276,16/03/2015,750
2219,29/06/2015,1100
8043,07/04/2015,550
3277,10/03/2015,1200
2450,09/07/2015,1300
5111,24/03/2014,200
7179,12/03/2015,1450
3240,10/09/2014,2250
4688,25/07/2014,1150
240,14/09/2015,450
